评分,评论时间,评论内容 
5,2022-04-13 11:14:21,渲染蓝白，整双鞋采用蓝白配色，带有渲染效果，总体感觉很高级，复古元素大火的情况下，老爹鞋的标签上线，以老鞋monarch为蓝本，调整了鞋型与线条，让鞋型更好看，更符合大众审美！
5,2022-12-09 14:39:26,价位不错，质量挺好的，配色也好看，很满意，双11买的，超值了，疫情送货也挺快，真的不赖，京东值得信赖，加油哈，还会购买的，哈哈啊哈
5,2021-06-25 11:38:17,"鞋子是送给女朋友的生日礼物，她从去年起就心心念的鞋子，颜值真的拉满，薄荷绿给炎热的夏天增添了一丝凉意，m2k这款老爹鞋懂得都懂，本来就是特别舒适的鞋型,穿进去很柔软也不磨脚,特别适合夏天,女朋友收到礼物的那一刻眼神里满满的爱意，特别喜欢，喜欢千万别错过,冲就完事!"
5,2021-08-16 16:31:02,耐克m2k奶茶，是一款和奶茶一样颜色的鞋子，看着就有一股香甜的感觉涌到嘴里，鞋子本身是采用复古的设计理念，穿着也很舒服。
5,2021-06-29 00:32:00,精挑细选很久✨，最后决定买这一款🎁，到货后果然没有让我失望，实物很漂亮🔮，做工很精细🌈，特别满意尺码大小：我觉得刚刚好吧透气性能：夏天不太捂脚的舒适程度：舒服！柔软程度：中规中矩吧其他特色：上脚就一个词 绝美！
5,2021-07-11 18:55:03,颜值超高，款式非常经典，配色简直就是属于夏天的感觉，舒适度一般但是性价比很高，鞋型很受欢迎，最喜欢的还是这个蓝绿色，让颜值提升的很明显
5,2021-01-04 21:43:43,尺码大小：尺码正常，平时耐克穿什么码就买什么码就可以了透气性能：透气性一般，不过一年四季都可以穿，因为帅舒适程度：穿着非常舒适，用料很到位柔软程度：有点柔软其他特色：老爹鞋，容易搭配，穿着也好看
5,2021-08-14 10:59:50,耐克m2k奶茶系列，2019年才发售的耐克新款，颜色是红包棕红相间，因此很百搭，和什么服饰都能配合的很好，不过下雨容易脱胶，要注意。
5,2023-01-14 00:42:28,说起耐克老爹鞋m2k是我最青睐的神鞋系列之一，颜值一直都是杠杠的，，其配色众多，更容易选择，适合学生时代，百搭鞋！
3,2020-10-13 16:23:57,有溢胶，还不止一处，一般般吧，希望穿起来还不错
5,2022-08-19 14:31:12,发货物流都很快，店家服务也不错，不过最近的包装纸张乱七八糟的格式，鞋子整体颜值质感都不错，上脚效果很好看也舒适，值得入手。
5,2022-12-04 20:00:53,双十一预售买的，孩子自己挑好了放在购物车一定要买，鞋子其实已经很多款式各种用途的都有了，非得再买双。收到觉得颜色耐看又耐脏，性价比也比较高。
5,2021-10-13 00:09:37,尺码大小：我买的38码，尺码很合适，刚好贴合我的脚型，出去玩走路一整天不会很累透气性能：不是特别透气，但是也很好穿，走一整天路都不会脚臭！宝藏了！
5,2021-01-14 02:02:07,尺码大小：大小尺码很正，正常运动鞋尺寸透气性能：还是有一定的透气效果的舒适程度：穿着很舒服的一双鞋子，款式也很好看柔软程度：穿着柔软适中，材质不错其他特色：总得来说还不错的一双鞋
5,2020-11-16 11:55:37,尺码大小：按正常码买刚刚好，我脚比较瘦透气性能：和，运动的时候怎么用都没有问题舒适程度：很舒服，耐克常客了其他特色：鞋子颜色好好看
5,2021-08-17 22:34:43,m2k薄荷绿运动，青春，时尚类风格的鞋子个人认为这种鞋子可以百搭，不管穿什么衣服都好看的那种，穿着太舒服了，这个价格真是超值了.物美价廉值得购买喜欢的朋友可以放心购买，客服人工服务很好，m2k薄荷绿永远的神，颜值赞。
5,2021-06-21 20:20:58,耐克的金典鞋款，m2k，配色很多，这款配色很好看，穿上也舒服，还有双勾设计
5,2021-06-27 10:45:33,这双鞋真是爱了，颜值超高，与各种衣服百搭，材质轻盈。穿上短裤显腿细，秒变大长腿。唯一不好的可能就是不太好洗，哈哈哈。非常建议入手一双
5,2021-10-10 16:00:29,自己看细节，上脚很舒服，比线下做活动还便宜不少，这个颜色春夏秋冬都可穿，增高不少，看侧面高度。
5,2022-11-28 12:20:42,无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。
5,2021-07-23 20:18:13,鞋子非常的好看。听点的老爹鞋款式。是m2k中。比较。好看的一个配色了，特别的喜欢。脚感也特别的舒服。推荐大家入手。巨好看。
5,2021-01-27 08:36:22,上脚真的是超级好看啊，我拍大了半码，其实按照正常的尺码就好，穿起来很舒服，冬天穿保暖效果也是超级棒呢，很喜欢，颜色也是很少女心呢，哈哈哈，超级喜欢超级满意，好评！
5,2020-12-18 01:01:38,尺码大小：尺码个人感觉稍稍小了一丢丢，但是还好可以穿透气性能：有网面设计透气性非常好，稍后我验证下时间舒适程度：很服帖包裹的也很好柔软程度：鞋底很软很软，穿起来超舒服
5,2021-10-26 00:06:44,"这个灰绿色的m2k属实很好看,鞋子也很显脚小,而且小小的增高。鞋面上很多复古的元素,小巧的 swoosh 很精致,鞋子采用了支撑力出众的组合材质鞋面,搭配轻盈缓震的泡棉中底,脚感很棒啊!鞋子灰白绿三个色,灰色作为主调。白色和绿色相结合,将复古进行到底! Nike M2K Tekno 女款跑步鞋，这双鞋不管是夏天还是冬天都可以穿!鞋子会偏大一点,家人们购买时注意一下!"
5,2021-11-17 20:00:00,鞋面使用了皮革材质跟织物材质，纯白的颜色，搭配渲染的蓝色非常的好搭配，而且感觉很梦幻。而且侧面使用两个刺绣的logo。脚感不错。
5,2022-11-26 18:51:09,鞋子已经收到了，送给朋友的，很合适，上脚很好看，朋友很喜欢，疫情期间还能那么快送达。m2k便宜好穿，这个价格买到属实很划算了。
5,2020-12-07 15:19:46,尺码大小：感觉微微偏大一些，可能要买偏小半码透气性能：一般但是很轻舒适程度：很增高，穿上立马大长腿柔软程度：还不错其他特色：颜色粉嫩嫩的超级好看，百搭神器，而且很好清洗。
5,2021-11-07 13:39:12,这款鞋子配色特别好看，黑色点缀紫色，亮眼不沉闷，配鲨鱼裤很休闲很好看，是喜欢的款式，码数我买的比平时大半码，刚刚好合适。
5,2021-12-01 13:49:06,非常不错呀活动的时候很合适配色也好看以后多多关注一下活动哈哈哈哈哈哈哈哈哈😂😄很不错👍👍👍👍👍！
5,2021-07-28 12:47:26,鞋子完美，尺码合适，穿上很舒服，很满意。颜值在线，品质优等，物流很快。包装完美，配送及时，物美价廉！女朋友很喜欢！！不错！
5,2022-10-22 22:38:29,性价比非常高，终于补货了，这次一次性买了两双，一双留着自己穿，一双送给姐姐穿，非常好看，姐姐也很喜欢，颜值高，小个子穿着显高。
5,2021-07-14 20:27:08,每年都要在京东618挑选些心仪的好物，这次也不例外，快到假期了，想给孩子准备些小礼物，其中就有这款配色清凉的鞋子👟。从第一次看见这个配色，就感到非常喜欢，回来孩子试穿后，说鞋子很轻，很软，很跟脚，而且透气不捂脚。非常好，赞👍🏻
5,2022-01-07 16:37:26,m2k很舒服而且很好看，希望后续能有更好看更和谐的配色出来。材质都挺不错的.版型也不错很好很好很棒很期待这部电影一定要看这个节目看不懂你知道的真的多鹅俄恶套
5,2023-03-10 10:46:35,性价比很高，很实惠，使用起来感觉很好，非常完美.^◡^.快递很快，质量棒极了，建议购买大品牌！值得信赖的！效果超级好！！
5,2022-03-11 10:31:00,鞋子颜色采用蓝白搭配，有点冰雪配色的感觉，颜色很清新，鞋型非常好看且百搭，出乎意料的轻便，可以搭配牛仔裤和裙子，上脚至少增高3厘米，显腿长，小仙女必备!
5,2020-05-09 18:28:11,尺码大小：合适透气性能：舒服舒适程度：标准尺码，大半个号，脚很舒服柔软程度：好着，好喜欢其他特色：颜色也很漂亮，配牛仔裤运动裤都很舒服
5,2021-09-19 18:42:15,耐克当中最经典的运动鞋，M2k系列，整个鞋的鞋型是复古老爹鞋，具有增高显腿长显瘦的作用这个配色是白色和绿色为主，配色非常具有少女心，有点亮晶晶的感觉上脚还是非常舒服的，做工也非常不错。
5,2020-03-26 10:28:45,非常好看，穿起来很舒适，尺码合适，鞋子看着很大，以为尺码会偏大，结果穿着正合适，也是醉了。鞋底挺厚的。现在就流行这样的。鞋舌特别厚，特别特别的厚，不知道为啥要这样做，也许是穿起来舒服一点？夏天穿会有点热吧。鞋子很满意，京东买很实惠，好评。
5,2020-12-22 19:39:37,好看好看，很上jio，穿着也很舒服，出了这个颜色有点点容易搞脏需要注意一点以外，穿着体验真的究极棒，底子很软，香的香的。
5,2021-06-21 22:45:02,m2k 耐克这款tekno的鞋子脚感很舒服，鞋子内衬也很软，有一定的厚度。上脚很适合夏天的凉爽，穿着也有一定的增高效果。
5,2022-11-12 21:18:01,整体来说，还是很好的，非常值得再次回购凑单买的，没想到质量跟专卖店一样，特别特别喜欢，而且价格优惠东西质量非常好，与卖家描述的完全一致，非常满意
5,2020-12-18 16:53:06,尺码大小：尺码大小非常合适！就按照普通的尺码来买即可！透气性能：这双鞋非常透气！很舒适！舒适程度：超级舒服，不会挤脚！柔软程度：挺柔软的，包裹性很好！其他特色：超级好看！
5,2021-09-03 21:10:26,尺码大小：正码的鞋子，按照自己的脚型脚长买就合适其他特色：颜值很高，这个配色给人一种深邃而又神秘的灵动感，上脚会更加好看！柔软程度：依然延续m2k系列的舒适柔软很棒
5,2021-02-14 10:38:59,非常经典的白橙m2k老爹鞋，搞活动抢了3双尺码大小：码正，不偏码舒适程度：舒适程度：穿着起来很轻巧，而且颜值较高，是一双性价比很高的一双鞋子
5,2020-11-16 23:13:35,尺码大小：大小刚刚好  正合适透气性能：鞋子很轻透  不闷脚舒适程度：穿着走路  不累脚  很柔软其他特色：一直想买一双老爹鞋穿  总于有我的码了  立马下单   果然没有失望  很好看  很显脚小  很赞
5,2021-01-29 23:28:37,尺码大小：合适透气性能：春天必备舒适程度：偏硬柔软程度：适中其他特色：配色无敌，特别好看，是情侣鞋，马自达马上过年了了，穿着它过春节，非常好看，非常耐看，特别棒棒的，非常好
5,2021-06-21 01:40:16,鞋子的颜值杠杠的，特别是鞋舌的那一抹惨绿，真的是太漂亮了，夏天穿的鞋子，看起来比较亮来说的话是非常喜欢的，有一种复古的感觉，喜欢就买了
5,2021-08-04 15:03:51,搞活动时入手的，性价比好，外观很好看，很喜欢！穿起来很舒服，！尺码大小刚刚合适，物流速度很快，第二天就到货了，必须好评！
5,2021-06-19 12:45:14,女儿特别喜欢这款耐克鞋，趁着618的活动，入手了，鞋子的颜色非常好看，配色挺好，做工也挺精良的，款式也挺好，物流也挺快，推荐
5,2019-02-18 19:07:37,棒棒的，很好看，也不磨脚，出去旅行很舒适只是感觉码数偏大一点，穿着有些松👻👻👻
5,2021-08-16 16:22:43,M2K永远的神，太太太好看了吧，这个颜色真的超级无敌好看，非常适合夏天，脚感也是很好的，穿着很舒服。活动的时候买的，价格也很划算
5,2020-12-28 19:26:34,喜欢这双鞋好久了，颜色搭配很好看，这次刚好碰到店铺促销活动，果断入手了，鞋子样子看上去偏大，会显得脚有点大，但是款式真的太美丽了，穿在脚上也很舒服，内里的确会起球，这是通病了。
5,2020-11-13 16:04:44,尺码大小：正好，码子很正透气性能：冬天穿比较合适，暖和舒适程度：非常舒服，走路不累，很满意柔软程度：软软的
5,2020-12-15 17:01:47,第二次在top店买了，物流非常快，包装完好快递小哥人很好。恰逢1212店铺各种券很给力，鞋子非常好看，索性给家人们都买了一双不多说，上图
5,2021-08-11 17:54:16,尺码大小：尺码大小合适，按照自己的鞋码买没问题的。透气性能：穿起来还是比较透气的。舒适程度：上脚以后穿着还是蛮舒服的。其他特色：经典的耐克M2K，增高效果很不错，很适合姐妹们穿。
5,2021-10-06 21:10:14,m2k这款鞋挺不错的，这个配色很喜欢很好看，这款老爹鞋很喜欢，脚感很挺不错的，上脚感觉软软的，穿起来挺舒服的，价格也挺不错的
5,2020-03-20 18:17:27,好看！最喜欢这个颜色了M2K 终于买到了 物流超级快 喜欢喜欢。面料十分透气，夏天穿小白鞋搭配百褶裙、短裤都很好看！现在搭配个牛仔裤棒棒哒！耐克的品质永远这么好。这双鞋看了好久，终于等到有这个颜色的了。尺码标准，36.5正好，不大不小。喜欢，明天上街就穿这双鞋了。
5,2021-02-21 20:56:29,m2k永远的百搭神鞋，又增高脚感又软，非常的好看，我作为一一年明女生，很喜欢这款鞋子。平常不知道打什么鞋子的手直接搭这款鞋子就很好看，颜色鲜艳，白色的鞋面一集红蓝撞色非常好看。
5,2021-01-03 10:44:14,不错不错，收到鞋很满意。没想到这个配色也是好看的。🉑️
5,2021-12-07 22:00:30,到货第一天就赶紧开箱上脚了，踩着感觉很棒，不偏码，按照平时尺码下单的，合脚，可以！这个配色很好搭配，万能搭配，平时注意别弄太脏就行。
5,2019-01-15 12:27:33,鞋子收到了，颜值很漂亮，物流也很快，看外观，和做工，是正品。不过。扫码扫不出来。鞋盒上的，鞋子里的，哈哈😄都扫不出来，相信京东吧，相信旗舰店吧！
5,2021-08-04 19:14:53,我可真的太喜欢这双鞋子啦！十分的满意！太喜欢啦！颜值超级高，尺码大小的什么也刚刚正好，舒适程度很棒！透气性能也很强，穿着真的很满意
5,2021-08-16 10:31:56,很不错的耐克老爹鞋穿着起来很舒服，哦，一总体颜色搭配看起来也很清新很喜欢这双鞋子，日常搭配很好。当时购买的价格比较便宜，感谢京东这个平台，物流服务比较的好
5,2021-09-22 19:20:43,尺码大小：尺码大小合适，根据脚长来就可以透气性能：透气性能还可以，这个系列都非常可以舒适程度：包裹性很强，特别是鞋舌和后根部分，很舒服柔软程度：还可以，鞋垫舒服其他特色：这个颜值，绝绝子吧！！
5,2021-01-16 15:55:49,非常好看非常有型的老爹鞋，增高首选，真的是太好看了吧，颜值一流，双十一十二活动力度还是很大的，值得入手，百搭单品，还会再来的
5,2022-11-17 09:08:29,很贴合脚型，质量很好，比预期要好，穿了几天了，还不错，还会回购的
5,2021-07-04 15:25:05,鞋子质量很好，很快就收到了。质量也不错，买给女朋友的。真的很不错，颜值又高，质量又好，第一次买nike，希望以后赚更多的钱，买更多鞋子！
5,2021-06-25 23:35:05,nike 耐克 tekno m2k 经典老爹鞋 女款 白蓝的配色上脚也是十分的好看，大小按正常码买就可以，上脚很舒服，喜欢。
5,2021-06-27 17:06:47,这个配色真的爱了，买给对象的。上脚感觉非常不错，对象说穿了就不想脱下来。穿上去也不显脚大，颜值非常香。哈哈～主要是618的活动还非常给力，总的来说就是这个价格还要啥自行车。
5,2021-06-19 18:18:04,M2k真的是超级适合小个子的百搭鞋啦，  配色多，  鞋底增高拉腿效果很好，  而且超级舒适~       是今年最爱的一双鞋~
5,2022-11-17 20:04:55,尺码大小：大小很合适，尺码一点不偏，合脚透气性能：挺透气的不臭脚舒适程度：鞋底很软很舒服，走路一点也不累柔软程度：很软很舒服其他特色：产品质量很好，客服态度特别好，很有耐心，很喜欢
5,2021-09-17 10:18:29,斯凯奇一直致力于不停设计、研发新的鞋款，将新的时尚元素融入新鞋款中。斯凯奇鞋款布满了流行、活力、积极、愉悦和创新的元素。斯凯奇的产品不仅美观且质量上佳，穿上绝对舒适体贴。如其塑身鞋系列飞速发展，和修身鞋系列一起引入美国，进入健身市场，受到大家的认可与支持!当然skechers除了流行系列、健身系列，还有街头系列，这是开发的不同风格的品牌如Marc Ecko和Zoo York专门生产都市风格鞋和滑板鞋，针对的是年轻一代的街头流行风!斯凯奇鞋子质量非常不粗，拿在手里非常轻，走路很稳，鞋底也非常软，是一款舒适度极高的健步鞋，鞋子非常轻便，耐穿且修饰脚型。斯凯奇鞋子质量非常不粗，拿在手里非常轻，走路很稳，鞋底也非常软，是一款舒适度极高的健步鞋，鞋子非常轻便，耐穿且修饰脚型。
5,2021-06-27 20:29:42,整体的颜色非常小饼干，很舒服的配色，这个配色的m2k颜色也很推荐，非常的好看，nice，奶茶的非常的温柔，很养人，值得推荐哦
5,2020-07-24 10:55:33,尺码大小：尺码非常合适。透气性能：m2k非常百搭，好看。透气效果并不明显。舒适程度：穿着非常的舒服，鞋底非常的软。也很好配衣服，我非常喜欢。柔软程度：穿着也很柔软。其他特色：618活动买的价格非常实惠，性价比非常高，m2k小白鞋不耐脏，但是是真的非常好看。
5,2021-01-19 18:52:13,有一说一，这个鞋子真的超级好看，也特别显高，显瘦，主要是价格也不错，很实惠，推荐大家一起购买，这个配色也是比较鲜明的，三个颜色合在一起，不是第一次购买了，一直喜欢这家店铺，以后还会常来。
5,2020-12-02 23:46:40,尺码大小：正常尺码 但是鞋型显得脚很大很大透气性能：不是很透气 适合冬天穿 不冷其他特色：配色不容易撞 而且黑白的也很好搭配衣服 总的来说双十一买还是很划算
5,2021-08-15 14:51:50,灰色配上薄荷绿真的超级无敌好看了.非常适合夏天.这双M2k薄荷绿的鞋面是普普通通的灰色.鞋底黑白交织.我最喜欢的就是鞋舌和鞋跟的点缀，整双鞋跟注入了灵魂似的而且很百搭推荐大家购买
5,2020-12-15 16:56:13,第二次在top点买了，鞋子非常好看，恰逢双12，店铺各种券，非常划算，索性跟家人们都买了一双，物流非常快，包装完好，绝对好评，下次还会再来。不多说上图为证
5,2020-12-13 14:37:22,尺码大小：尺码稍大一点，正常码就可以透气性能：很舒服，今年流行的配色，很少女，很舒服，舒适程度：脚感很棒，穿一天都ok柔软程度：很软，比不上zoom但也无敌舒服。
5,2021-07-28 13:09:27,好鞋，鞋子质量很好，很轻便，穿着很舒服。好鞋大家都懂吧，不管颜值还是价格，很划算，穿着舒服物流满分💯，包装快递满分💯，配送员态度满分💯，购物让人开心，吃土使我快乐~ʜᴀᴘᴘʏ̆̈◞̆
5,2022-11-12 16:11:23,颜色是我想要的，m2k很好穿，家里已经有一双了，冬天穿很合适。
5,2022-02-10 22:25:14,鞋子很百搭，配什么衣服都很正！而且超喜欢厚厚增高，拯救矮个子女孩！推荐！尺码大小：尺码很正
5,2022-11-19 20:01:11,舒适程度：还不错透气性能：透气柔软程度：穿着很舒服
5,2021-08-06 00:24:27,收到了鞋子很好看，颜色搭配也很清新，很适合现在穿，买来送老婆的，她非常喜欢，上脚尺码也刚刚好，穿着很舒服很软，活动买的很值
5,2021-01-05 20:36:50,尺码大小：尺码是标准尺码38的脚穿正好柔软程度：鞋底减震防滑舒适程度：舒适程度：走起路来 非常的舒服其他特色：非常经典潮流的一款鞋子，我超级喜欢这个鞋子
5,2020-06-23 17:07:03,这双纯白的鞋子，我非常喜欢，到时候以后上面没有一点瑕疵另外，整双鞋的做工也都很好，很多小细节的面料拼接让我很满意传上去以后感觉脚感也是非常的棒，我觉得这个做工都很到位，而且物流也很快，到货以后鞋盒也没有破损总之这是一次很满意的活动，这双全白的鞋子我很喜欢
5,2023-05-18 16:34:51,他们的物流还是很好的，鞋子质量也特别好，穿着很舒服。
5,2021-06-22 23:20:34,Nike 耐克 m2k tekno 经典白蓝色老爹鞋 灰绿色的老爹鞋搭配起来毫无压力，很适合夏天清清新新的小感觉，好看极了。
5,2021-08-02 14:19:01,挺好的，价格适中，质量看着不错很好看，制作工艺很精美，材质也很好！给个赞！终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接💌收到立马打开看了一下，非常不错，质量超好，颜值又高😘，推荐推荐🉑
5,2020-04-14 14:00:44,尺码的话，个人感觉偏大半码，所以可以选小半码，奶茶色超级好看很温柔，配长袜很nice，搭配日常穿着也很ok！手感质感做工都还不错，也不重，拎着挺轻，还增高，！活动价入手超级划算，店铺也是很正的，香喷喷，快入手吧
5,2021-06-26 22:07:29,真不来一双砸？神价格啊，这价格这性价比，你值得拥有，别犹豫，犹豫就会败北。尺码大小：39透气性能：好，非常好，不脚臭舒适程度：好，很舒服柔软程度：软其他特色：好看就是最好的特色
5,2021-09-30 17:50:56,发货迅速，等了两三天就收到了。鞋盒基本上没有什么破损，鞋子质量也比较不错。穿着很舒适。很好很不错！价格实惠！商家服务态度不错。下次还会再来的。继续支持一下！
5,2020-08-23 17:21:18,尺码大小：尺码正常大小透气性能： Nike m 2k老爹鞋透气性能一直挺不错的，夏天压马路十分的舒服，脚感也挺不错的。舒适程度：特别舒适，穿着很舒服。柔软程度：一直觉得m2k脚感挺好的，压马路穿着很舒服其他特色：颜值特别的高，设计很有感觉
5,2023-03-15 19:18:36,尺码大小：尺码正好，和我平常穿的码数一样透气性能：，很透气，不捂脚舒适程度：很舒服柔软程度：很柔软鞋很好看，颜色搭配的也很好，搞活动买的，价格很美丽，等了很长时间才买到！太不容易了
5,2020-12-29 17:43:58,这款M2K的配色很受大家欢迎，冬天M2K是耐克里面的爆款，这个颜值女朋友很喜欢，活动购入价格也特别合适，而且这款鞋子有一定的增高效果，推荐购入哦！
5,2020-12-18 16:59:46,尺码大小：尺码非常合适！就按照自己的码数买就可以了！透气性能：透气性能非常好！很舒服！舒适程度：超级舒适的一双鞋！柔软程度：鞋底还挺柔软的！包裹性也很不错！其他特色：非常喜欢！
5,2021-01-12 08:44:05,非常好看的老爹鞋，男女同款都可以穿，真的很不错，性价比高，穿着舒适，增高，双十一十二活动给力，价格也很不错，值得入手，还会再来
5,2021-07-31 15:38:45,好看好看好看，超级好看的配色了，m2k中颜值相当高的一款了，哈哈哈哈哈，直接爱了，黑奶茶，好看的一批，喜欢，上脚也很nice
5,2020-12-16 22:19:15,简直太喜欢这双鞋了，颜色超级好看，大小比平时买大一码刚合适。搭配牛仔裤，运动裤均可。和老公情侣款，还有一点点增高效果，喜欢喜欢。
5,2022-12-07 20:31:08,买了给家人穿的 反馈非常的好 外形品质都非常棒 平时家人散步穿着很舒适合脚 NIKE 就是赞👍家人非常喜欢 发在家族群里 亲戚都让发链接 可惜是双11买的 没货了😭
5,2020-11-21 22:51:17,好看的m2k老爹鞋，颜值真的很高，黑白配加点小粉红色点缀，真的超好看。冬天穿也挺暖和的，凹造型很百搭，女生最爱，不过撞鞋率也是挺高的，哈哈。
5,2021-06-22 13:39:11,非常好看。面料很舒服。大小很合适。价格很美丽。真的永远滴神。真的好看加油💪🏻我非常喜欢。还会再来买一双加油💪🏻真的好
5,2021-07-12 21:36:23,尺码大小：鞋子尺码刚刚好，不大也不小透气性能：透气性虽然不及网面鞋，但是也算不错舒适程度：穿着挺舒服的，不错其他特色：经常在滔博店铺买东西，服务态度很不错，好评
5,2022-12-18 17:37:45,特别特别棒，货比三家才买的，店主人很好，回答问题很有耐心，也很详细，有需要还会再来的质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们
5,2022-11-08 18:13:33,京东购物就是愉快，商品质量好配送速度快基本都是次日达。第一次在京东上面买鞋子，包装很完整没有破损的地方，鞋子很新没有污损，还会继续回购
5,2021-08-16 16:46:10,耐克m2k奶茶，这几年才发售的新款鞋子，鞋子本身非常的百搭，和什么服装搭配都很好看，而且上脚感非常的舒服，价格虽然有点高，但是只要运用好优惠，就能把价格降下来。
5,2020-03-14 16:51:44,尺码大小：尺码标准，大小合适，很不错透气性能：透气性很好，不会捂脚，彻底告别脚的异味舒适程度：舒适度还不错，脚面比较服帖的，不错的产品柔软程度：鞋底鞋面都很柔软，很不错的，一点也不磨脚其他特色：整体感觉不错，毕竟是国际大品牌值得信赖，送货速度也还可以，商家很不错，服务态度好。
5,2020-03-29 10:43:22,刚拿到快递的时候以为空的哈哈哈，结果是因为鞋子非常轻，而且.上脚舒服，没有- -点负重感，跳舞脚感没得说呀!哈哈哈好非常好
5,2023-01-12 20:48:57,这款鞋设计的非常有特色，穿着非常舒适，颜色独特，非常🈶️运动感，也可以休闲穿，感觉做工还可以，活动时候买的，还是很满意的
5,2021-06-21 13:10:25,鞋子颜值棒棒的，相当的好看，穿起来效果更漂亮，鞋舌薄荷绿特色，真的是点睛之笔，让整个鞋子看起来更加凉爽耐看，喜欢喜欢实在喜欢的不得了，哈哈
5,2021-08-19 17:50:20,鞋子收到了'很漂亮'应该是正品吧'鞋子上脚很舒服'和我在实体店买的鞋子穿起来一样的舒服，一直喜欢这个品牌的鞋子'透气性很好'很舒服'还会继续关注这家店'
3,2020-11-14 21:54:38,鞋子不错，应该是正品，但是。这个价格和宣传上不一样。粉刷外就只能给你个三⭐，感觉以后如果买东西不要开这一家的宣传，这个宣传界面，你给了定金尾款打不到，你说你是不是应该退呀？
5,2022-11-15 22:35:33,质量好，物超所值，真的是物有所值，价格实惠，质量真的不错，与卖家描述的完全一致，收到的时候包装完整，包裹的严严实实没有任何破损，品质依旧，客服服务态度很好，详细的解答了我的问题，卖家很好，对这次购物非常满意，如有需要会回购！！
5,2020-12-14 20:31:58,尺码大小：正好。透气性能：还行舒适程度：脚感偏硬。其他特色：本市物流也很快第二天，就到货了。主要是颜色很好看，和我的粉色包包更配哦。而且发货速度也很快，好评加分。
5,2020-10-13 11:33:09,这双鞋颜值没得说，非常好看哦！尺码正，大小很合适，软硬适中，上脚舒适，显腿细，超级百搭，不要太好看了！
5,2022-10-28 09:57:53,很好，颜色很正，很有质感拿来送人的，别人非常喜欢，这个配色很好看，很粉，很有一种高级的感觉，就是底太厚了，不是很好打理。。
5,2021-07-28 11:21:41,尺码大小：标准码的，平时穿多少码就买多少码就完事了柔软程度：穿起来好舒服的m2k，颜值无敌了，m2kyyds            透气性能：很透气很舒服
5,2021-08-03 17:56:37,这个送货速度比起京东自营还是差距很大，但是总算是完美收货。打开鞋盒，被这个鞋的样子丑着了，单媳妇觉得好看就行。据她说，脚感很不错，包裹性很好，舒服，是双不错的鞋子。
5,2022-11-15 21:40:11,这款鞋子真的是太好看了非常舒服，穿衣服也很好搭配，爱了，尺码大小：非常适合，更棒的是贴合自己透气性能：透气舒适休闲鞋这款非常的舒服面料柔软舒适舒适程度：舒适度指数很好柔软程度：非常的棒很好搭配衣服呦
5,2021-06-28 12:29:43,这双m2k可以说是非常的好看和百搭了！外观：作为一双老爹鞋，非常的百搭，以白@调为主，绿@调为辅，颜色搭配很新颖，充满年轻感和运动感。
5,2021-11-10 18:54:41,很喜欢 家里也一下买了几双 可想而知有多喜欢这双鞋了 颜值很高 很不错 也很软 家人都说不错 挣了钱就应该拿出来花 让大家都开心
5,2020-11-04 12:39:21,尺码大小：正常尺码舒适程度：脚感舒适柔软程度：非常柔软其他特色：配色超好看，经典百搭，很适合秋冬。交订金买的，付尾款后一天就到了，物流很快。
5,2020-12-31 23:40:07,很满意的一次购物体验，鞋子很好，快递很快，而且包装基本上没有瑕疵，可以说十分满意，鞋子很帅气，穿上去也是十分的舒服，尺码刚刚好，好评
5,2020-11-26 12:50:51,这个鞋子非常的不错，第一眼就被它的颜色吸引了，虽然买的不是最便宜的价格，但是也很便宜了。鞋子大小也很标准，我喜欢穿宽松点的。这种鞋子穿着很舒服，很好搭配衣服裤子。
5,2021-09-27 23:32:00,爱了爱了吖，这么好看的鞋子，都不舍得穿，真的很不错，可以冲了，很喜欢这样蓝色很漂亮的鞋子，冲冲冲，可以入手，性价比非常的不错
5,2021-11-18 15:39:18,活动买的很划算，码子也很标准，样子好看，重要的是穿着很舒服，走了一天的路一点都不累，脚一点也不疼。
5,2021-08-14 17:02:59,这个鞋子好看的很尺码大小：很合适透气性能：大家快去买舒适程度：爱了爱了柔软程度：太舒服了穿的其他特色：好看
5,2021-06-21 16:06:36,实物做工不错 不像纯白m2k溢胶很多，这双鞋子还可以，颜值也很高。
5,2021-01-06 14:33:15,这个尺码很标准，穿上大小很合适！非常的舒适，我非常喜欢这个颜色，橙蓝相间，给人一种活力四射的感觉！鞋底也很高，160妹子的最爱！
5,2021-06-21 16:20:41,鞋子真的真的真的超级超级好看。脚感一级棒。很适合小个女生穿。
5,2019-09-22 10:42:48,爱了爱了，终于抢到心仪的颜色，物流也挺快的！鞋子真的超级好看，很轻便也修脚型！这个鞋偏小平时穿36这次拍的36.5刚刚好😊
5,2021-09-19 20:05:00,鞋子太好看了，我觉得这是m2k最好看的配色了。这绚丽的配色真的太好看了。关键她不花其实，华而不花，让人一眼就着迷上了的。
