评分,评论时间,评论内容
4,2023-06-19 08:34:36,尺寸很合适，面料也比较舒服。唯一缺点就是胸前图案不透气，容易汗湿、黏在身上
5,2023-04-20 18:50:51,买衣服一定要买大码点的，不然会变成紧身衣。比如我穿XL很合身，但还是有点勒而且不怎么好看，所以我买了2XL的。这件衣服穿着也挺好看的，值得推荐。
5,2023-10-03 16:34:58,挺不错的，面料挺舒服，柔软，纯棉的
5,2023-06-23 20:52:58,衣服刚好合适穿着也舒服面料合适，洗起来也不费劲，就是印花太大了。
3,2023-01-07 14:47:40,买的了版型，买不了质量！
5,2023-03-22 19:29:30,柔软，舒服，质量不错，再买一件
5,2023-03-26 18:11:39,第二次购买，不错，柔软，舒适
5,2023-09-19 16:55:06,搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！
5,2023-03-17 19:01:41,摸着，质量可以，衣服也合身，下次再来
5,2023-07-24 23:50:00,收到货了，包装完好，衣服样子不错，和照片一样，面料是棉的，手感不错，穿起来也舒服，大小正合适，质量还不错，做工精细，洗了也没有缩水不起球，好评。
5,2023-07-09 22:35:08,店家态度很好  就是白色这件有点瑕疵 店家二话不说可以申请换  问题不大 可以放心买
5,2023-06-07 14:39:04,穿起来还不错吧，有照片😁
5,2023-06-12 17:20:07,不错，是我喜欢的类型。黑色的也不掉毛挺好的
5,2024-01-25 01:24:27,还不错，衣服质量还可以，价格也便宜，就是领口比较窄，有点勒脖子
5,2023-04-22 09:00:28,穿着舒适，美观大方，颜色有一些些深，一点点色差
5,2023-08-12 17:20:28,图案很喜欢，质量还行，洗后图案没脱落。
5,2023-09-20 18:21:31,衣服不错，面料质感：挺舒服的透气性：挺舒服的
5,2023-03-16 16:03:47,衣服宽松舒适 ，图案设计新颖
5,2024-04-07 19:20:29,色彩标准，大小尺寸合适。贴图可爱有活力！
5,2023-03-12 21:41:39,宝贝实惠，希望越做越越好。物流快赞为客户着想。继续购物，不好意思货早收到没有极时平价可以，下次还来
5,2022-06-18 12:09:18,必须好评，这个价格这样也就实惠了。确认晚了，已收藏贵店并向朋友推荐宝贝收到了，行
5,2023-04-16 19:17:55,透气性：好试穿效果：好面料质感：舒服
5,2023-04-23 23:22:59,商品送的很快的一直没有评，非常行的商品。质量好买到就是我赚到了这次，还行。就是速度有点慢
5,2023-06-22 23:53:13,我喜欢蓝色，所以买了这件衣服，穿起来也挺舒服。
5,2023-08-24 17:31:20,个人选了白色小熊图案！大小合身物流速度快！对卡通T恤比较满意！
5,2023-04-04 12:48:19,衣服质量挺好，穿起来跟舒服
5,2023-03-06 20:29:05,摸起来挺舒服的，质量也还行
5,2023-06-05 17:20:18,尺码大小：好面料类型：好面料质感：好
5,2023-09-23 22:06:06,大小合适，样式也不错，就是掉色严重
5,2023-08-03 12:45:02,描述的衣服一致，可以放心购买，面料柔软舒适
5,2023-03-17 12:22:18,还行质量挺好的速度也快，也可以值得买，性价比高值得购买总体喜欢。卖家服务很可以，花那么少的钱
5,2023-02-12 18:19:14,对得起这个价格值得必须好评，大大的赞宝贝和卖家描述的一样卖家态度可以，价格实惠特别可以，性价比高
5,2023-02-16 21:59:53,卖家服务态度很可以，之前看评论还有些犹豫幸可以买了值得谢谢老板了哦，有生之年能碰到老板这个店
5,2023-06-28 09:51:07,看起来可以，面料也还行。对得起这个价格
5,2023-03-17 12:42:32,不可以意思啊评价晚了，挺好的朋友推荐的挺实惠的喜欢的宝贝赶快拍下吧希望送货速度有待提高谢谢，值得买
5,2023-03-11 18:52:03,东西总体行发货挺快给个赞吧，和图片一么一样比我在另一家买的可以多了，和我在外面买的差不多赞，赞赞赞
5,2023-07-08 09:46:18,建议买大一号的比较好，上身比较舒服
5,2023-03-12 21:29:50,真是难得问的东西有点多她都一点点细心地给我解答，喜欢的亲不要犹豫了掌柜的服务态度真可以，实惠
5,2023-03-14 15:39:42,实惠，本来是抱着试试看的心里买的和我在外面买的差不多，便宜实惠质量也行性价比还是蛮高还会再来光顾的
5,2023-07-22 01:19:20,当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
5,2023-10-03 18:16:53,不错的，布料不错，穿起来也感觉蛮好
5,2023-03-17 12:32:22,比预想的还好呢。价格也公道，质量行的哦肯定错不了，喜欢卖家十分贴心，发货和物流倒是挺快的
5,2023-03-10 17:41:17,质量不错，客服挺好，下次再来
5,2023-06-05 19:07:08,还行，比较卡通，摸鱼体恤。呵呵
5,2023-03-13 12:09:51,祝生意兴隆，她家宝贝和其他品牌相比宝贝收到真行跟宝贝图片没差多少，喜欢的朋友们可以下单了
5,2023-06-22 11:43:55,好看时尚，棉质较好，价格较为实惠
5,2023-08-17 07:39:43,不透气，不过还可以，价格也不贵
5,2023-06-28 23:49:58,衣服好看，宽松版，舒服一些
4,2023-06-19 16:59:55,材料摸起来人很舒服，尺码偏大
5,2023-05-30 22:22:46,感觉还不错，面料可以 穿着舒服
5,2022-07-03 21:05:23,好好好，已经买了2件了，还会继续关注的，质量是相当可以。大家可以放心的购买。
5,2023-08-14 07:49:18,挺好的 很喜欢 不过感觉m码有点小了
4,2024-04-02 17:40:27,纯棉的，穿起来比较舒服。
5,2023-05-10 05:55:59,衣服大小合适，布料柔软舒适
5,2023-04-28 21:02:36,还行 看起来质量还可以 商家继续加油
5,2023-06-05 17:19:56,尺码大小：好面料类型：好面料质感：好
5,2024-03-03 11:08:46,不错好看又好穿，价格还便宜
5,2023-07-29 23:44:36,衣服挺舒服的就是牌子挂脖子
5,2023-04-23 18:02:36,一直都在这家店买衣服可以信赖的一家店铺
5,2023-09-14 13:51:24,是棉的，这个价位能买到，不错
5,2024-04-02 18:00:06,颜色有一点不同其余很好
4,2023-07-17 11:10:06,儿子喜欢，颜色好看，质量也不错
5,2023-07-22 11:40:10,还可以，不错，推荐一下
5,2023-05-06 21:54:44,衣服质量比想象中的还要好，下次还会再来
5,2023-06-07 15:27:46,衣服摸起质量还可以。挺柔软的。
5,2023-04-26 10:22:10,照片没有时间，但是真的很好看
5,2023-07-29 23:16:29,做工不错，图案有创意
5,2023-07-24 12:12:59,还可以，看着没有色差
5,2023-06-28 17:09:51,衣服质量可以的，纯棉材质的。
5,2023-06-25 09:06:56,还可以，质地比较好。
5,2023-07-01 18:10:56,"商家服务态度好,品质好质量有保障"
5,2023-05-20 03:09:29,衣服质量不错，尺码有点大。
5,2023-09-17 19:06:46,衣服挺好的，尺码也合适。
5,2023-08-17 10:10:38,还不错，老板见了直夸我好员工
5,2023-08-17 17:50:55,质量还不错，衣服码偏小
5,2023-07-06 17:03:42,个人感觉颜色蛮好看的
5,2023-09-25 22:49:33,这个价位真的不错，挺值的
5,2023-06-21 16:16:06,质量还不错，没有色差哟
5,2023-08-02 18:04:28,质量好 款型好 物流快
5,2024-04-05 13:21:09,不错，还挺好看的..
5,2023-05-06 13:52:15,好用 好用   好用  好用
5,2023-09-26 10:47:10,质量不错，物流也不错。
5,2023-04-18 04:46:08,挺好的，面料也可以✌
5,2023-04-15 17:46:23,不错 一分钱一分货。
5,2023-07-22 11:40:40,还可以，不错。推荐一下
5,2023-03-14 15:10:26,真是难得问的东西有点多她都一点点细心地给我解答，总体来说还可以快递员小哥服务态度挺好喜欢赞，可以
5,2023-11-15 01:38:10,比实际的衣服收到有点小。勉强可以穿，应该是新衣服太紧的缘故。整体看着还可以。
5,2023-08-24 20:29:26,老铁们，买了之后有可能会有不一样的收获哦😲
4,2023-07-27 21:48:02,只能说东西整体可以，但是深灰并没有图片那么深。你们可以理解为浅灰色。
5,2023-04-14 13:23:08,货收到了懒得在换了好家伙xl码120--140可以改一下了140--180xxl比较合适
4,2024-03-30 10:54:22,手感还不错，就是有点大了，2X比我其他的3X还要大一点😂
5,2023-08-06 11:54:50,尺码是对的，也还可以，洗完之后第一次穿有点痒
4,2023-04-23 21:43:27,5个x的跟正常3、4个的差不多，质量还可以，就是码不正
5,2023-07-22 17:54:57,虽然衣服挺喜欢，但是摸鱼的鱼韵母上是没有两点的
5,2023-05-21 13:46:29,面料类型：纯棉的呢，可以哦😌
5,2024-02-22 22:38:10,上班摸鱼必备技能。哈哈😃
5,2023-08-28 18:05:52,尺码差不多，刚刚好。
5,2023-06-03 07:18:53,还行，就是穿出去上班就emmmm
5,2023-11-10 13:07:53,质量适中，也就那样吧
5,2023-06-18 19:58:54,质量好，就是有点粘毛
2,2023-06-08 10:45:55,衣服图案洗一次就掉了😭
1,2023-03-23 00:31:50,这衣服不行！这个熊没搞好！容易烂
1,2023-08-20 10:19:48,有异物，不知道是油还是什么
1,2023-06-17 10:51:37,穿了一天就破了 这质量没谁了
1,2023-05-09 14:21:23,买来洗一次图案就掉了一些了
1,2023-07-11 21:29:31,我买了四件，付了四件的钱就给我发三件？
3,2023-08-14 20:21:51,不是纯棉的面料质感：差
1,2023-04-05 22:22:28,同等码数怎么大那么多呢
1,2023-08-08 12:38:11,尺码偏小，换货还得12运费，自己掂量吧
1,2023-08-31 12:48:52,尺码不合适 退货换货都要 17 运费😁
2,2023-09-17 19:40:18,领口一洗就变形，一点也不好穿
1,2023-05-26 14:36:03,线条多就算了还破了个洞
1,2023-06-19 21:25:55,买的是深灰色发的白色。还有黑点
1,2023-07-28 17:01:31,料子不好，穿着特别不舒服
3,2023-07-04 10:35:49,一般一般，没有想象中的好，很薄
1,2023-04-28 13:47:19,脱了一次水还没穿上面的印花就要掉了
1,2023-07-26 09:07:25,一件衣服30多块钱   小了我想退掉运费16块钱呵呵
1,2023-07-11 21:30:54,买了四件发三件？？？
1,2023-07-11 21:30:39,买了四件发三件？？？
1,2023-03-05 10:39:49,放洗衣机一洗就成这样了，都还没穿过呢，这质量&hellip;&hellip;
1,2023-09-22 18:20:53,一分钱一分货。极品差
1,2023-07-16 15:57:49,我买了一件黑色一件蓝色给我发了一件蓝色一件白色
1,2023-08-26 14:36:44,衣服质量一般般，穿着不怎么舒服，材质也不行。
3,2023-07-12 19:03:10,款式不是很好看，一般
3,2023-07-13 02:00:34,买的3xl给我发的4xl的 本来三个都是往大了买的 这下好了 跟裙子似的
2,2023-08-29 08:32:45,啊掉色我衣服啊！(ᇂ_ᇂ|||)
2,2023-08-14 12:06:59,线头突兀，做工不咋滴
1,2023-07-20 11:58:57,衣服居然还掉毛，穿了半天，全身是毛
1,2023-07-20 21:48:48,才穿了两天 就掉色  变色  客服 装瞎看不到
3,2023-05-03 12:33:00,面料类型：说不出这料是啥，只能说45这衣服不值，和二十多的衣服差不多
1,2023-05-25 16:00:38,商家服务态度不咋地，放在驿站好几天没有收到取件信息找客服问，就回了一句放在驿站自己去拿，而且没有运费险
1,2023-08-18 23:36:55,料子差就算了，我都自付运费退回了，半个月了，商家踢皮球不给退款
1,2023-06-25 10:14:11,因为填的不是自己手机号码  未收到货  我打电话过去跟快递员说手机号错了帮忙查件也没给我查
1,2023-03-25 21:22:04,选了XL码的，穿着大了，申请售后退回去了，换回来还是给我寄了件XL 的
3,2023-08-12 17:20:28,图案很喜欢，不过这件白色的质量不咋地，洗完一次图案就开始剥落了。
1,2023-07-25 10:33:29,买的5XL实际发的4XL
1,2023-07-20 13:10:09,袖口刚穿上线头都能拉20厘米长 两个袖口都是 做工差的没影子
1,2023-09-22 23:20:32,昨天刚刚到衣服的，就用洗衣机洗了一次，就有衣服的线头掉了，形成一个洞，质量差
1,2023-10-02 16:36:14,衣服有破洞，退回换货之后又给我发错地址，现在就是没消息的状态，加上退货运费一共52块，还衣服都不见了，给我整乐了
2,2023-05-31 19:01:59,这叫粉色，这叫粉色，(๑&bull;̌.&bull;̑๑)ˀ̣ˀ̣啊？和图完全不一样好吧，哪里粉了，你自己看看和图一样不，咱不说一模一样，颜色得差不多吧
4,2023-08-28 21:15:59,给四星是因为这个黑色衣服掉色，厂家那边不知道有没有固过色，衣服布料还可以图案也不容易洗掉，就是建议商家在做衣服前跟纺织那边说一下固一下色
5,2023-12-02 10:56:41,还行吧，衣服我泡了几次图标也没掉，就是有一点点沾毛，基本符合这个价格标准
5,2023-08-26 21:24:37,可以，不过感觉要洗过，穿上去有点不舒服，能接受。
5,2023-07-29 17:58:20,毕竟也没多少钱 有点瑕疵很正常 只要自己不尴尬 穿出去尴尬的就是别人 基本上感觉是没得挑 各位不要踩雷才是 附上9张阳光下的特写
2,2023-09-07 03:53:26,后背有破损，客服也不搭理
5,2023-06-05 00:00:49,有点脏，也许不是商家问题，是厂家那里的问题吧。洗洗看希望不要掉色，洗前评价，真掉色认倒霉，希望图案也不要一洗就坏。就这些，日常好评一下吧
5,2023-06-01 23:12:48,给个中评吧，面料还行，主要是衣服比较偏硬也摸上去感觉比较厚。夏天穿短袖轻薄透气很重要啊，望改进些吧。不过不考虑用料的话，价格方面还是可以下单的
5,2024-03-25 17:53:58,刚拿到手试了一下，已经是商品可选的最大码了 刚刚好合穿 但我喜欢宽松一点所以对我来说还是小了点本来想申请售后退货了 想了想不如就把这件衣服定为今年的减肥目标😂
4,2024-03-31 18:37:56,纯棉的又不是都有点透，也还好吧，感觉自己买长了点，退回去又怕短了，就这样吧
5,2023-09-19 17:28:08,尺码和实际不一样  加大码穿起来就跟大码一样，尺寸不一致
5,2024-02-25 01:10:51,原先以为买小了，结果刚好合适，就是两侧袖子长了点(   ˊ ᵕ ˋ 💦)
5,2023-07-30 22:28:40,我超，洗个衣服差点把我的白衬衫染成蓝衬衫了😆（掉色有点严重）
5,2023-08-10 22:00:20,狗屎衣服掉颜色 大家千万别买  别的衣服放一起洗一次就不能穿了
5,2023-07-30 20:09:28,太差了，不是棉的，还不便宜。
5,2023-08-16 16:56:59,打电话给我的时候，说以亲属代收，但是问一圈下来没人收，什么意思嘛？就这吊物流。
4,2023-06-06 16:19:44,跟照片跟实物还是有一点差距，质量还好。
5,2023-09-29 15:23:24,便宜没好货，衣服面料不行，穿上之后背部燥痒难耐
5,2023-07-20 12:08:53,发货发错了，想换一个码，但是好几天都没有结果。
5,2023-08-27 23:19:10,太薄了不蓬松也不舒服到了感觉就是拼多多九块九的那种退货还得15运费面料质感：真的很差
5,2023-05-24 20:30:55,衣服大小合身，主要是这衣服设计的太有个性了
5,2023-09-15 16:59:19,布料不好，衣服味道刺鼻，摸到容易痒
5,2023-07-01 12:29:12,不是很宽松，穿着还舒服，后悔买纯棉的了
5,2023-08-11 08:31:40,质量不好，洗了4次就开始掉皮子了，哎
5,2023-04-19 13:45:08,布料不行，版型也不行，不值这个价
5,2023-10-06 06:18:50,咋说呢，我买蓝色的，给我发的这算不算蓝色
5,2024-03-10 22:28:08,我现在才发现，你们发错尺码了，我买的是XL，你们给我发的是L😂
5,2023-08-27 09:32:00,对得起这个价格，不是说了吗？一分钱钱一分货。
5,2023-05-16 04:31:49,为啥会这么慢，京东上买的不是第二天就可以到货吗
5,2023-08-21 21:33:23,你们不要买   谁买谁吃亏  去找客服，客服还不管
5,2023-11-05 17:42:03,没啥好评的，几十块钱，花的不亏反正。
5,2023-09-26 09:56:46,差差差，掉色，还丑，皱褶
5,2023-09-26 18:48:00,面料质量太差，穿在身上显得掉档次
4,2023-08-13 21:39:06,都行，就是衣服料子差了点
5,2023-04-16 09:39:07,质量不行，才穿几天袖子那里就烂了
4,2023-12-02 23:23:07,就感觉那个图多洗几次就掉了
5,2023-08-22 09:36:08,第一次买东西没有收到快递😟好长时间了
5,2023-05-27 18:45:59,可以买小一号的，有点大
5,2023-07-22 15:13:41,还好吧  摸着没那么差
5,2023-07-14 23:58:48,拿出来就这样，多少有点失望
5,2023-04-27 00:00:06,衣服不怎么好，正常洗，都起球了
5,2023-08-17 21:37:40,好的就是好，差的就是差，没啥好说的
5,2023-07-18 19:31:25,搜7分袖搜到的，结果是短袖
5,2023-02-17 19:58:38,有点难搞，刚买回来洗了一下就脱胶了
5,2023-05-12 23:06:28,商家服务态度很差，至今未收到货物
5,2023-08-14 13:50:01,垃圾，洗完直接成变色龙
5,2023-03-20 17:42:36,衣服买大了，已申请退货
5,2024-01-17 14:18:24,那个图片都是皱的，糟心
5,2023-07-05 08:13:27,衣服有点大🤦&zwj;♂️
1,2023-07-07 11:42:45,领都没领到就只能评价了真的垃圾
1,2023-07-17 17:14:25,真差，质量，尺码严重不正
1,2023-09-12 18:20:13,洗一次就缩水，质量太差了
1,2023-08-10 22:00:55,狗屎衣服掉色  大家千万别买
3,2023-09-07 11:52:29,买回来洗了一下掉色很严重
1,2023-09-12 18:19:55,洗一次就缩水严重，啥玩意呀
1,2023-06-13 11:25:56,前面的图穿两天就要掉，质量真差
1,2024-04-05 20:54:29,尺码偏小，换货还要费用，差评
1,2023-09-21 19:36:09,掉色，有异味，无语了垃圾建议别买
1,2023-05-31 23:46:15,真的很无语 我没有收到货跟我说货已经签收
1,2023-08-24 19:41:08,质量不行  领口太小 换一家买     不值得
1,2023-06-11 16:25:06,把衣服翻过来，里面不仅脏，还有很多线头
2,2023-08-31 12:20:55,面料很不舒服，号码也偏大，一般
1,2023-08-25 21:33:28,垃圾，直接扔了，衣服内外全是球，穿着痒死了
1,2023-08-10 10:07:54,次太次了，送了6天真是太慢了，东西也太垃圾了，客服态度也不咋地，次的要命
3,2023-07-17 12:48:39,夏天的短袖👕为什么这么厚？？？穿上热死人啦！！
1,2023-07-21 18:42:15,说实话这是我在京东最垃圾的东西我买了没发货还不给退发货了他说退不了买到了想退他们没有运险费这破店快店关了算了
1,2023-08-05 12:34:32,我点退货你还发给我，我只能给你差评了，商品可以没得说，希望以后别人点退货了你别选择无视
1,2023-07-07 12:06:50,很差，服务态度最差的，衣服质量差，没法穿，和描述的不符合，退货还不包邮
1,2024-04-07 01:32:57,没有吊牌，没有弹性，还小，穿的太紧身了。差评
1,2023-09-06 18:46:27,这好评刷的  不带这么坑的吧  衣服穿上都辣皮肤 我从来不给评论的 你能让我给出差评，你真的做的非常好
1,2023-06-03 20:10:42,什么垃圾东西，买的XXL的跟我发一个SL商家真是个大聪明，退货还得自己付运费，商家真是个思亩仔
1,2023-04-29 07:33:50,发的衣服洗了掉色，穿着像小学生，不会做衣服就不要做垃圾衣服。
2,2023-08-05 10:55:54,很薄，拿在手里能透光，地摊货吧。再也不相信地摊价能买到好东西的谣言了
1,2023-07-23 18:38:55,店铺粗心大意，买的尺寸与所收到衣服的尺寸不符，与店铺进行沟通，来回就只有一句话申请退货退款，店铺犯的错从不提一句！！！！！垃圾店铺
1,2024-03-09 00:02:30,太小了，我在其它地方买的同尺码都没这么小，买的5x，但估计只有3x，我还专门往大了买的
2,2023-04-29 09:57:59,收到衣服一股刺鼻的味道，同价位的衣服我买了3家，就你一家有刺鼻的味道而且还是很刺鼻，
1,2023-09-16 22:31:47,衣服材质很差，拿出来时候一股酸味，气味很大，好评都是刷的，建议你们别入坑
1,2023-09-06 18:03:49,买来就发现掉线很多，真棒。摸起来感觉黏糊糊的，也没有牌子，我都怀疑您家是不是二手货了捏
1,2024-04-06 16:38:02,质感非常难受还没穿呢就起球真的垃圾而且事物和图片不符 图片看着深蓝很好看 发来的是浅蓝服了
2,2023-06-30 01:01:03,很厚很厚，一点不薄，夏天高温穿着不得中暑了！还有丢丢褪色，买了很后悔！
3,2023-07-30 18:59:13,尺码大小：太小了，xl的都小成这样，xl我穿着正好宽松，他家的紧绷绷的，个人建议可以买大一个号
1,2024-04-07 15:15:34,尺码一点都不标准，而且衣服质量很烂，七天无理由退货还要自己承担运费，京东客服更是没有一点处理事情的态度，三个客服，三个不同的话术，反正就是最后哄骗你自己垫付运费，然后再告诉你处理不了。
1,2023-07-20 12:25:21,衣服收到了，尺码偏大很多，想要合身的可以按自己平常穿的尺码买小一到两个码，真的太大了没法穿只能退货，然后发现没有运险费，本来想着自己出了已经要退了，结果快递员说运费要十六，卖家也&ldquo;义正言辞&rdquo;，哈哈，只能说自己认栽了，就这样
1,2023-08-22 21:13:44,透气性极差，甚至衣服里面线头都没有剪，穿一天衣服直接起球，那只熊就更不用说了，一洗直接变样，总结：垃圾
1,2022-10-04 15:22:37,兄弟们来看看吧，这衣服质量好到裂开（物理），本人9.15下单的衣服，到现在4号，穿了三次，直接破个洞，不得不说质量非常棒，替你们踩雷了，48买个穿一个月都不到就裂开的衣服没必要
5,2023-09-16 12:31:28,非常喜欢这件衣服，质量非常好，穿着也很舒适。2. 这件衣服真的很漂亮，设计非常时尚，穿上去很有气质。3. 这件衣服的版型非常合身，尤其是在肩膀和袖子的设计上非常贴合人体工学。
5,2023-09-12 11:49:46,"外观颜值:非常好看，是我想要的款式材质手感:手感好容量空间：大做工细节:精细适用场合。是理想中的产品质量不错,物流也很快，值得点赞!"
5,2022-10-12 09:39:22,看图案买的，但是摸起来有一种颗粒感，好像是起球的那种感觉，已经洗了一水了但是还没穿，起球倒是没起，就是感觉怪怪的
5,2023-11-01 20:50:03,好吃不贵氨基酸洗面奶 不要一百八也不要八十八 九块九给你包邮回家 😃  洗完不油腻 感觉挺舒适的 后面看情况购买
5,2023-03-26 23:20:40,衣服收到了，质量很好，做工精细衣服质量很好，穿上很舒服尺码大小：正常面料类型：舒服
5,2023-07-10 08:27:46,衣服穿起来很好看 图案可以的 挺喜欢  穿着也舒服 物流速度非常快 值得买
5,2023-08-07 18:56:49,态度差，凭什么别的店都可以更改地址，就你不可以，嫌麻烦说一下不行吗，那么多人想改地址买错了，你是不是都要说改不了，我怀疑你还没有帮别人改过地址吧，改改这个懒散的习惯吧，既然做了这一行，就要把服务进行到底，没有嘲讽你的意思，只是你态度不好，我不开心
5,2022-07-28 10:55:16,买了很多东西都很可以的卖家我会常来的，以后还来听她说质量还行，没想到包装这么细心。实惠很好，很漂亮
5,2023-07-09 23:59:29,"PLUS会员返是一个好评摸板。因为我是很懒的不想每个产品都写好评所以特地写下这个模板,以前不知道评论可以涨积分,现在才知道好评的重要性,妥妥的每条都来评论下,赚积分,下次还能抵现金用。评论80个字以上,可以得到50个积分,我无论买什么东西都会把这个段话复制粘贴下凑够字数。这是第N次在网上买东两了,棒捧棒,东两便宜而且质量好,物美价廉买的放心,用的开心,感觉都买上瘾了,买买买,根本停不下来,东西品种多而且又特别全,划算方便,而且实惠,包装很好,而且没有任何损坏,会一直支持下去的,服务还可以一超级好用,好评,下次再来"
5,2023-07-19 11:05:10,物流很快，👍产品很快就收到了，比想象中还好，不错不错！希望能耐用
5,2022-09-02 17:32:05,"拿到手用了一段时间，重量真的很轻，质量不错,与卖家店铺描述的基本一致, 没什么问题，性价比也挺高的，在同等的价位里是很划算的，而且卖家发货速 度也快,包装的非常仔细、严实,物流公司运送速度也挺快的,可以说挺满意的一次购物体验吧,"
5,2023-10-05 15:46:42,几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的~。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。
5,2024-04-05 10:41:55,面料柔软舒适透气，适合春夏季。~出男性简约风格
5,2023-07-23 09:19:27,好可以穿又便宜
5,2023-08-24 15:55:37,衣服买回来都是毛球。拆开没吊牌。我给客服说。客服不直接回应起毛球。就一直说有吊牌。
5,2023-08-27 09:00:20,真的超级喜欢，质量非常好，与卖家描述的一致！物美价廉，物流给力，值得回购💌收到立马打开看了一下，非常不错，质量超好，颜值又高😘，推荐推荐🉑
5,2023-08-28 04:45:49,🌈质量很好，买的很合我心意💕，棒棒哒！✨需要的亲们可以放心购买物流很快，物品完好无损，用起来很舒服，喜欢💕
5,2022-06-30 23:06:14,准备再买一件，质量和我想象中一样性价比高哦很喜欢以后还会继续光顾的，可以可以可以尽在不言中
5,2024-04-02 20:07:20,感觉颜色偏差，感觉有点像作训服的棕绿色
5,2022-06-23 13:56:25,希望能改进一下就好了，第二次购买性价比高哦很喜欢以后还会继续光顾的，第一次这么喜欢很可以，也可以
5,2023-07-21 05:58:59,衣服收到了质量非常好，满意满意有需要的放心购买
5,2022-06-25 15:26:39,好。质量也很好。喜欢，送货速度比较快不过是第一次下手。应该说还实惠。第二次来买了，下次再来买
5,2023-08-17 15:04:09,性价比相对是比较高的，而且非常的nice ，质量非常好，跟图片上的一样，满意，这个价格很实惠啊！质量一点都不含糊。。，。
5,2023-06-19 19:28:35,第二次购买了 质量是一如既往的好 客服态度好 物流也快 会继续光顾的
5,2022-07-05 19:15:34,非常好，东西很可以就是物流有点慢但是也还能接受帮朋友买的、物美价廉可以，送货速度快赞，的一次购物
5,2022-06-28 22:34:20,跟外面实体店的一样，可以喜欢。我会继续关注你们的店铺的了给你满分评价，这个价格值很喜欢的一次购物分
5,2022-07-19 14:58:04,严实物流公司服务态度很可以，宝贝和图片差不多。支持肯定错不了，性价比很高、同事看了很喜欢值，点赞
5,2022-07-03 14:26:49,总体来说这个价位买值，很是第一回碰到这么用心的卖家朋友介绍的非常行，对宝贝很期待赞，真的很划算
5,2022-08-09 15:04:19,很可以，帮别人买的没有看到实物卖家十分贴心，你店的都很可以。谢谢十分赞，卖家也很风趣。下次还来～
5,2022-07-19 14:45:05,宝贝很可以，很好宝贝和卖家描述的一样卖家态度可以，值得购买。物流也相当可以特别可以，赞商家
5,2024-03-05 10:32:19,好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞👍
5,2022-08-02 10:18:11,有需要还会来店里买的，希望接下来新品不要让我失望好好好喜欢的购物下次再来，买物有所值，绝对物所值
5,2022-08-10 14:17:42,可以，物流很快的确收到一件很好很喜欢的宝贝，朋友说在这里买过我看着还行的样子就也买来试试了
5,2022-07-05 19:18:00,挺好的朋友推荐的挺实惠的喜欢的宝贝赶快拍下吧，卖家人级可以很耐心的店主到货也很及时，大大的赞哦
5,2022-07-07 14:54:19,赞，这不同事看见了马上都买了货已收到给个可以评，卖家的服务也是十分值得称赞的我很喜欢，质量行的哦
5,2022-08-08 10:30:27,好。质量也很好。喜欢，哈哈哈卖家人特别可以还行质量挺好的速度也快，掌柜服务态度也非常的可以
5,2022-08-12 09:40:05,物流真快帮朋友买的朋友很喜欢价廉物美，以后还一定会光顾贵店的非常值，全给可以很好，很喜欢
5,2022-07-13 14:11:06,喜欢，快递包装的也很仔细历史以来网购很可以的一次，这个价格买到真的想不到很实惠，收到了
5,2022-07-03 14:35:49,有生之年能碰到老板这个店，速度很快很快很快谢谢了有机会再合作物流也飞快，很可以值得推荐
5,2022-07-24 10:56:24,比预想的还可以呢。价格也公道，有生之年能碰到老板这个店非常可以，真是很值得哦什么都很可以质量也好，
5,2022-07-13 13:08:12,很行的卖家，掌柜的服务态度真可以客服态度很可以很喜欢，物所值服务态度是很好的以后还来，很好
5,2022-06-30 20:52:06,本以为这个价钱应该不会太好，挺可以的客服很热心推荐。很喜欢的一次购物，我用我的亲身经历告诉大家
5,2022-07-31 10:09:59,喜欢喜欢必须好评必须好评必须好评真的不错哦，下次还来买别的也很好，谢谢您周到的服务。祝生意兴隆
5,2023-03-24 16:49:06,尺码合适，面料舒服，透气性好
5,2022-08-07 11:07:04,原本以为这么便宜的东西，很喜欢完全出期望值。卖家发货速度非常快，还行这次网购非常棒，可以
5,2022-07-03 14:58:23,特别好还便宜，实惠的一次购物客服态度很可以很喜欢，该店十分诚信友好挺开心的一次购物，很好。
5,2023-05-06 12:44:21,这衣服质量真的很不错，很便宜，性价比很高，比~那里的烂东西好多了
5,2022-07-07 10:50:15,第一次碰到这样的良心卖家，不过是第一次下手。应该说还实惠。第二次来买了性价比很高，给五颗星赞，可以
5,2023-07-31 15:16:25,宝贝已经收到很不错很喜欢
5,2023-09-04 21:11:29,挺好的，和想象中一样，随意搭都很好看，满意！
5,2024-01-24 18:47:05,我可以直说，这样的快递员，这个世界找不到第2个
